block_time,transaction_signature,block_num,program_id,trade_type,wallet_address,token_address,is_buy,amount_in_sol,amount_in_token,change_in_sol,change_in_tokens,price_in_sol,virtual_sol_reserves,virtual_token_reserves,real_sol_reserves,real_token_reserves,fee_recipient,fee_basis_points,fee_amount,creator_address,creator_fee_basis_points,creator_fee_amount,ingested_at
1757782458,4X6mD1tNeYDyx54RuwqdzkuM9D5sWKK1VjwH7f6ybEf9L9GpRH2Ugyk6Xr4w4JcytLGMkNuVijvz5nvN2nASVUyw,366587084,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,13100001,325691311976,-13100001,325691311976,0.0000000402,35989192741,894435178927607,5989192741,614535178927607,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,124451,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,39301,1757782475
1757782458,4X6mD1tNeYDyx54RuwqdzkuM9D5sWKK1VjwH7f6ybEf9L9GpRH2Ugyk6Xr4w4JcytLGMkNuVijvz5nvN2nASVUyw,366587084,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,false,13100000,325691311976,13100000,-325691311976,0.0000000402,35976092741,894760870239583,5976092741,614860870239583,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,124450,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,39300,1757782475
1757782459,3BUVM6RisBGxKiepK5y2TzRHecXsD1SDKDBn2h68QVHB3qmfNBYcwDPUGtAupi9HEQ8B6HRCgscr7Xx9LjsGQX9w,366587086,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,12800000,318235385053,-12800000,318235385053,0.0000000402,35988892741,894442634854530,5988892741,614542634854530,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,121600,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,38400,1757782477
1757782459,3BUVM6RisBGxKiepK5y2TzRHecXsD1SDKDBn2h68QVHB3qmfNBYcwDPUGtAupi9HEQ8B6HRCgscr7Xx9LjsGQX9w,366587086,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,false,12799999,318235385053,12799999,-318235385053,0.0000000402,35976092742,894760870239583,5976092742,614860870239583,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,121600,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,38400,1757782477
1757782460,3hwosbK2PEHqjAe4TVdoLuuUXpkjqhrS5wPAC7i9GpwTtE17MiWo9B5ZDhyz9S3jPyVorjUJsPzKjpsAmJEp3a8g,366587089,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,BGMjHHesiNHqUFQZiZo3NyriTmPw5AxVL8T4nXeRc8VP,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,254300000,6280298723843,-254300000,6280298723843,0.0000000405,36230392742,888480571515740,6230392742,608580571515740,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,2415850,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,762900,1757782477
1757782460,3TNgz3LRSK47kzjsiadzMaLUh1DNWkY6WvGBzEsdqsEkCQv4hTW6ZbDR5UGG4JaxEYkndty7gWR1rHstW8wT5Vg7,366587089,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,12981628,318235385044,-12981628,318235385044,0.0000000408,36243374370,888162336130696,6243374370,608262336130696,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,123326,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,38945,1757782477
1757782460,3TNgz3LRSK47kzjsiadzMaLUh1DNWkY6WvGBzEsdqsEkCQv4hTW6ZbDR5UGG4JaxEYkndty7gWR1rHstW8wT5Vg7,366587089,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,false,12981627,318235385044,12981627,-318235385044,0.0000000408,36230392743,888480571515740,6230392743,608580571515740,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,123326,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,38945,1757782477
1757782460,2ptTTY29jAdnX6yersTMiHZFZzALVBEkYAUT41p5QQTY4zzJWAc5cmepf44m4Siy9SRxgmJR8TmJdeFWRQvhnkM5,366587090,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,12575952,308293955807,-12575952,308293955807,0.0000000408,36242968695,888172277559933,6242968695,608272277559933,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,119472,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,37728,1757782477
1757782460,2ptTTY29jAdnX6yersTMiHZFZzALVBEkYAUT41p5QQTY4zzJWAc5cmepf44m4Siy9SRxgmJR8TmJdeFWRQvhnkM5,366587090,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,false,12575951,308293955807,12575951,-308293955807,0.0000000408,36230392744,888480571515740,6230392744,608580571515740,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,119472,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,37728,1757782477
1757782461,5J6asZoS2idBzuTUr4ijm7baGJEdhAnubitt45pGJka4LxjxLrxNXpGwzvSjmwCa9zxo98Dj3zdew7u6CwUvcJXp,366587092,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,12000001,294179441567,-12000001,294179441567,0.0000000408,36242392745,888186392074173,6242392745,608286392074173,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,114001,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,36001,1757782479
1757782461,5J6asZoS2idBzuTUr4ijm7baGJEdhAnubitt45pGJka4LxjxLrxNXpGwzvSjmwCa9zxo98Dj3zdew7u6CwUvcJXp,366587092,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,false,12000000,294179441567,12000000,-294179441567,0.0000000408,36230392745,888480571515740,6230392745,608580571515740,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,114000,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,36000,1757782479
1757782461,CqnLpoaM94WKJcc4Gir2eTT5FWQAM97d5gthuySwLAm8RcG31ypTHXWFXFBsB2DURkGuZFqMHReFPrMaRjpujdf,366587092,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,HraFhLfcnTBLJqmMLWakGrK7Er2BXJZgLBD5pZ9JFekK,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,46872039,1147961298813,-46872039,1147961298813,0.0000000408,36277264784,887332610216927,6277264784,607432610216927,CebN5WGQ4jvEPvsVU4EoHEpgzq1VV7AbicfhtW4xC9iM,95,445285,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,140617,1757782479
1757782462,5QxCxg4BS9bRcjZmohhnmFbb7dFByw9AvXCxSVusSyFbWErDnshgsFEZwadEPx3modgXE2nbuwH6BiNYRBA8RjbX,366587093,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,10928226,267221103229,-10928226,267221103229,0.0000000409,36288193010,887065389113698,6288193010,607165389113698,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,103819,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,32785,1757782479
1757782462,5QxCxg4BS9bRcjZmohhnmFbb7dFByw9AvXCxSVusSyFbWErDnshgsFEZwadEPx3modgXE2nbuwH6BiNYRBA8RjbX,366587093,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,false,10928225,267221103229,10928225,-267221103229,0.0000000409,36277264785,887332610216927,6277264785,607432610216927,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,103819,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,32785,1757782479
1757782462,3CV2WcTWDzVgUUm9knoFPp2AjmtqfEqjwTdpqPAHBQSdNXG5t9pZFjr1sMQsujHhpwGQgvovPw88uxtj1E5aSLot,366587095,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,c5u5uFFRxMPnREDh3b82FcCwGmD3TfAy5QVYjofnPhG,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,9801980,239689158537,-9801980,239689158537,0.0000000409,36287066765,887092921058390,6287066765,607192921058390,62qc2CNXwrYqQScmEdiZFFAnJR262PxWEuNQtxfafNgV,95,93119,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,29406,1757782479
1757782462,2Tg4sGS3kYU3jY3Hgwd93ZRA4BGDmpdT83tfLgkJfuCrmXr5dWvTBYr8XgpH4oK6PcTtBAyV5aRhuAJLC9tJ2c39,366587095,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,11606271,283642333247,-11606271,283642333247,0.0000000409,36298673036,886809278725143,6298673036,606909278725143,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,110260,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,34819,1757782479
1757782462,2Tg4sGS3kYU3jY3Hgwd93ZRA4BGDmpdT83tfLgkJfuCrmXr5dWvTBYr8XgpH4oK6PcTtBAyV5aRhuAJLC9tJ2c39,366587095,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,false,11606270,283642333247,11606270,-283642333247,0.0000000409,36287066766,887092921058390,6287066766,607192921058390,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,110260,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,34819,1757782479
1757782463,3YGgFvgsEJthe6ztgZrT2FYjAfkjUcbettyg613A4WCut24qQVdsMq3FJ9P1HiFnqgFatU6SQLQc6FqWgzv541G6,366587096,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,s5XZ7cRd4pDZdbWSFfZNornxmL7RtYxAkcC4tY9Ssba,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,850464780,20314793536557,-850464780,20314793536557,0.0000000419,37137531546,866778127521833,7137531546,586878127521833,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,8079416,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,2551395,1757782479
1757782463,4hnFt6UVaaJt6ZcFRtUqdeSiPLK4eMiLa3EStBzfZbDF3nvHFnW7Q2jHjU5PbiEJwShV4Q3QbB4zJ6HfxAD6wJfD,366587097,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,12156773,283642333247,-12156773,283642333247,0.0000000429,37149688319,866494485188586,7149688319,586594485188586,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,115490,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,36471,1757782479
1757782463,4hnFt6UVaaJt6ZcFRtUqdeSiPLK4eMiLa3EStBzfZbDF3nvHFnW7Q2jHjU5PbiEJwShV4Q3QbB4zJ6HfxAD6wJfD,366587097,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,false,12156772,283642333247,12156772,-283642333247,0.0000000429,37137531547,866778127521833,7137531547,586878127521833,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,115490,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,36471,1757782479
1757782463,4i6jCpi12GSBgbUEasE1o4u3KatuNei97RHhBHfTJpu8dXLD6WZP2H4Rij58MXKWfyZeXbVbnFHk3he864Gt78G,366587098,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,12300001,286983023202,-12300001,286983023202,0.0000000429,37149831548,866491144498631,7149831548,586591144498631,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,116851,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,36901,1757782479
1757782463,4i6jCpi12GSBgbUEasE1o4u3KatuNei97RHhBHfTJpu8dXLD6WZP2H4Rij58MXKWfyZeXbVbnFHk3he864Gt78G,366587098,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,false,12300000,286983023202,12300000,-286983023202,0.0000000429,37137531548,866778127521833,7137531548,586878127521833,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,116850,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,36900,1757782479
1757782464,2QDGSbjGFfeJpRVeGQkoJE9YY5NVQ79ARmwjNQHf5BnpMkrBsHC64WchCmTPiZrrqGjePQboVpg5XLnTcTMRiRdH,366587100,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,10900000,254327873244,-10900000,254327873244,0.0000000429,37148431548,866523799648589,7148431548,586623799648589,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,103550,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,32700,1757782481
1757782464,2QDGSbjGFfeJpRVeGQkoJE9YY5NVQ79ARmwjNQHf5BnpMkrBsHC64WchCmTPiZrrqGjePQboVpg5XLnTcTMRiRdH,366587100,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,false,10899999,254327873244,10899999,-254327873244,0.0000000429,37137531549,866778127521833,7137531549,586878127521833,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,103550,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,32700,1757782481
1757782465,4mHXkxSVZXYrbpNTXLTXokEEZJN6n8ZoebDSiSeVVyCyJ4uccuQQSqa7fFR16DSKb4fC944FNM91GLt2MX4KjaQS,366587102,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,12700000,296312613960,-12700000,296312613960,0.0000000429,37150231549,866481814907873,7150231549,586581814907873,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,120650,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,38100,1757782483
1757782465,4mHXkxSVZXYrbpNTXLTXokEEZJN6n8ZoebDSiSeVVyCyJ4uccuQQSqa7fFR16DSKb4fC944FNM91GLt2MX4KjaQS,366587102,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,false,12699999,296312613960,12699999,-296312613960,0.0000000429,37137531550,866778127521833,7137531550,586878127521833,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,120650,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,38100,1757782483
1757782465,4L4C5kH31t8XgoXh7GmT3w9UZpzPYxej7JLjhuabLeKcrTRMSgonJ88DE81Z8FfGtCUXZVDnMBMBKFDTfT4nSAte,366587103,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,12800001,298644980264,-12800001,298644980264,0.0000000429,37150331551,866479482541569,7150331551,586579482541569,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,121601,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,38401,1757782483
1757782465,4L4C5kH31t8XgoXh7GmT3w9UZpzPYxej7JLjhuabLeKcrTRMSgonJ88DE81Z8FfGtCUXZVDnMBMBKFDTfT4nSAte,366587103,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,false,12800000,298644980264,12800000,-298644980264,0.0000000429,37137531551,866778127521833,7137531551,586878127521833,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,121600,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,38400,1757782483
1757782466,5wm1pNwAWz8zPjeubRt3ubQcT6WufHu3EpUtW2rKJHH1hEU3k2RF9P37DuTRvcVpvd5KF9aJnbFw3oQ4wD1kityR,366587104,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,DzboQe5f53CqfQ8wTwpHMW6Y5oYjmHJKo4taGwvj5xTY,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,false,1536298789,37404047134090,1536298789,-37404047134090,0.0000000411,35601232762,904182174655923,5601232762,624282174655923,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,14594839,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,4608897,1757782483
1757782466,3LtT9ULEbzUSe6mvWhJ15aUeL2Mk95yLoTM4VtSNxJkWCqH4S8XVLPnCMRXFnbi3mt7Tt8uUH2Z92otip339WtRc,366587105,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,10568085,268323238866,-10568085,268323238866,0.0000000394,35611800847,903913851417057,5611800847,624013851417057,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,100397,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,31705,1757782483
1757782466,3LtT9ULEbzUSe6mvWhJ15aUeL2Mk95yLoTM4VtSNxJkWCqH4S8XVLPnCMRXFnbi3mt7Tt8uUH2Z92otip339WtRc,366587105,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,false,10568084,268323238866,10568084,-268323238866,0.0000000394,35601232763,904182174655923,5601232763,624282174655923,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,100397,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,31705,1757782483
1757782467,5c6up71TZnx8f3uzjoEudK1yyUPTgxoqZ7rY5VJxVpyd9BjQYwRmCY6JCRmioNTs6wkZWXDhpjts87Cc3WdZ4mjM,366587107,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,12000000,304667261410,-12000000,304667261410,0.0000000394,35613232763,903877507394513,5613232763,623977507394513,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,114000,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,36000,1757782483
1757782467,5c6up71TZnx8f3uzjoEudK1yyUPTgxoqZ7rY5VJxVpyd9BjQYwRmCY6JCRmioNTs6wkZWXDhpjts87Cc3WdZ4mjM,366587107,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,false,11999999,304667261410,11999999,-304667261410,0.0000000394,35601232764,904182174655923,5601232764,624282174655923,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,114000,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,36000,1757782483
1757782468,5bQ3yz3oXyiqX8NC4z9Fgcj7BMUvsuNneM2cBoJHcghZru5x1p1nxuGqP3CLCBFY6ohdSpgkP1XY1Nhuq6RWqYX,366587109,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,11700000,297053082192,-11700000,297053082192,0.0000000394,35612932764,903885121573731,5612932764,623985121573731,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,111150,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,35100,1757782485
1757782468,5bQ3yz3oXyiqX8NC4z9Fgcj7BMUvsuNneM2cBoJHcghZru5x1p1nxuGqP3CLCBFY6ohdSpgkP1XY1Nhuq6RWqYX,366587109,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,false,11699999,297053082192,11699999,-297053082192,0.0000000394,35601232765,904182174655923,5601232765,624282174655923,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,111150,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,35100,1757782485
1757782469,5Z3iXw3ET88d4yaACvEsqsSdrJmSGogDwTbKVg4VdqtCNvzNrfbCabSiqnp1uSM5ZXjgdE3wMBShkmVF5N3Sse5K,366587111,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,i3d96PXYSEuwG7fyBtryfWT6NYwnkB2JGqMrsjU8e5y,FCuk4XWLR6fAJFTcQoMrm3KeywSt2X6wK4Ufh4Xjpump,true,12100000,307205292622,-12100000,307205292622,0.0000000394,35613332765,903874969363301,5613332765,623974969363301,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,114950,Ab6VFq1eje9J8zNCqE9RdjYESMTPgz6cdir5gzWv2fxt,30,36300,1757782487
